qid,question,gold,pred,scorex,scorey
"5ad25aa1d7d075001a428e43","From where had the Norman Huguenots sailed in order to arrive at Fort Caroline?","","St. Johns River",0.000000,0.000000
"5710eb6fb654c5140001fa17","What was the name of the first Huguenot outpost in South Carolina?","Charlesfort","Charlesfort",1.000000,1.000000
"5710eb6fb654c5140001fa18","What present-day area was this settlement near?","Parris Island","Southeastern U.S",1.000000,1.000000
"5710eb6fb654c5140001fa19","Which Spanish officer established the settlement at St. Augustine?","Pedro Menéndez de Avilés","Pedro Menéndez de Avilés",1.000000,1.000000
"5710eb6fb654c5140001fa1a","When did Ribault first establish a settlement in South Carolina?","1562","1562",1.000000,1.000000
"5710eb6fb654c5140001fa1b","What European event caused the Huguenots to abandon Charlesfort?","The Wars of Religion","Wars of Religion",1.000000,1.000000
"5ad25d49d7d075001a428eec","In what year did the Wars of Religion start?","","1562",0.000000,0.000000
"5ad25d49d7d075001a428eed","In what year was Rene Goulaine de Laudonniere born?","","1564",0.000000,0.000000
"5ad25d49d7d075001a428eee","In what year was Pedro Menendez de Aviles born?","","1565",0.000000,0.000000
"5ad25d49d7d075001a428eef","In what year did Rene Goulaine de Laudonniere leave his position as a lieutenant for Jean Ribault?","","1564",0.000000,0.000000
"5ad25d49d7d075001a428ef0","In what year did the French Huguenots abandon their first North American outpost?","","1562",0.000000,0.000000
"5710eca0a58dae1900cd6b3a","In what English colony were Huguenot settlers promised land?","Virginia","Virginia",1.000000,1.000000
"5710eca0a58dae1900cd6b3b","In what area of this British colony were Huguenot land grants?","Lower Norfolk County","Lower Norfolk County",1.000000,1.000000
"5710eca0a58dae1900cd6b3c","What town was actually granted to the Huguenots on arrival?","Manakin Town","Manakin Town",1.000000,1.000000
"5710eca0a58dae1900cd6b3d","How many settlers original settled in Manakintown?","390","390",1.000000,1.000000
"5710eca0a58dae1900cd6b3e","When were these settlers naturalized as English colonists?","12 May 1705","12 May 1705",1.000000,1.000000
"5ad26278d7d075001a4290ac","How many French Huguenots eventually moved to Missouri from Manakin Town?","","390",0.000000,0.000000
"5ad26278d7d075001a4290ad","How many French Huguenots in Manakin Town ended up moving to Kentucky?","","390",0.000000,0.000000
"5ad26278d7d075001a4290ae","How many French Huguenot residents of Manakin Town actually live outside the town on farms?","","390",0.000000,0.000000
"5ad26278d7d075001a4290af","In what century was the Huguenot Memorial Bridge built?","","18th",0.000000,0.000000
"5ad26278d7d075001a4290b0","In what year had Manakin Town first been abandoned?","","1700",0.000000,0.000000
"5710ed7bb654c5140001fa2b","When was the Dutch Revolt?","1568–1609","1568–1609",1.000000,1.000000
"5710ed7bb654c5140001fa2c","Who did the Dutch fight in the Dutch Revolt?","Spain","Spain",1.000000,1.000000
"5710ed7bb654c5140001fa2d","What Dutch document condemned the Spanish Inquisition?",""Apologie"",""Apologie"",1.000000,1.000000
"5710ed7bb654c5140001fa2e","What leader led the Dutch Revolt and wrote Apologie?","William the Silent","William the Silent",1.000000,1.000000
"5710ed7bb654c5140001fa2f","What was the Dutch leader's religious affiliation?","Calvinist","Calvinist",1.000000,1.000000
"5ad266f8d7d075001a429206","In what year did William the Silent issue his "Apologie"?","","Villiers",0.000000,0.000000
"5ad266f8d7d075001a429207","What nationality was Pierre L'Oyseleur?","","Huguenot",0.000000,0.000000
"5ad266f8d7d075001a429208","In what colony was the town of Delft?","","Cape of Good Hope",0.000000,0.000000
"5ad266f8d7d075001a429209","In what year did Huguenots begin to settle in South Africa?","","Cape of Good Hope",0.000000,0.000000
"5ad266f8d7d075001a42920a","Who was William the Silent's father?","","Pierre L'Oyseleur",0.000000,0.000000
"5710f114a58dae1900cd6b60","What English law made that country more welcoming to Huguenots?","Foreign Protestants Naturalization Act","Foreign Protestants Naturalization Act",1.000000,1.000000
"5710f114a58dae1900cd6b61","When was this naturalization act passed?","1708","1708",1.000000,1.000000
"5710f114a58dae1900cd6b62","About how many Walloons and Huguenots emigrated to England and Ireland in this era?","50,000","50,000",1.000000,1.000000
"5710f114a58dae1900cd6b63","Who was the famous Huguenot theologian and writer in London?","Andrew Lortie","Andrew Lortie",1.000000,1.000000
"5710f114a58dae1900cd6b64","What Catholic Church liturgical belief did Lortie criticize openly?","the doctrine of transubstantiation","transubstantiation",0.000000,0.500000
"5ad26ba1d7d075001a429358","How many Huguenots fled to England after the Foreign Protestants Naturalization Act was passed?","","50,000",0.000000,0.000000
"5ad26ba1d7d075001a429359","How many Protestant Walloons fled to England before the Foreign Protestants Naturalization Act was passed?","","50,000",0.000000,0.000000
"5ad26ba1d7d075001a42935a","Where was Andrew Lortie originally from?","","André Lortie",0.000000,0.000000
"5ad26ba1d7d075001a42935b","In what year was Andrew Lortie born?","","André Lortie",0.000000,0.000000
"5ad26ba1d7d075001a42935c","How many Protestant Walloons and Huguenots continued on through England and ended up in Ireland?","","50,000",0.000000,0.000000
"5710f2e2a58dae1900cd6b72","What war in Ireland featured Huguenot regiments?","Williamite war","Williamite war",1.000000,1.000000
"5710f2e2a58dae1900cd6b73","Under which leader did the Huguenots fight in this conflict?","William of Orange","William of Orange",1.000000,1.000000
"5710f2e2a58dae1900cd6b74","Which Irish cities had large Huguenot enclaves?","Dublin, Cork, Portarlington, Lisburn, Waterford and Youghal","Dublin, Cork, Portarlington, Lisburn, Waterford and Youghal",1.000000,1.000000
"5710f2e2a58dae1900cd6b75","Huguenots in Killeshandra and County Cavan expanded what agricultural industry?","flax cultivation","flax cultivation",1.000000,1.000000
"5710f2e2a58dae1900cd6b76","What textile industry did the Huguenots contribute to in Ireland?","Irish linen industry","linen",1.000000,1.000000
"5ad26f6ed7d075001a429422","In what era was the Williamite war in Ireland?","","17th and early 18th centuries",0.000000,0.000000
"5ad26f6ed7d075001a429423","Where was the biggest settlement of Huguenots in Ireland?","","Dublin",0.000000,0.000000
"5ad26f6ed7d075001a429424","Where was the smallest settlement of Huguenots in Ireland among major cities?","","Killeshandra in County Cavan",0.000000,0.000000
"5ad26f6ed7d075001a429425","What did the Huguenots who settled in Dublin contribute?","","expansion of flax cultivation and the growth of the Irish linen industry",0.000000,0.000000
"5ad26f6ed7d075001a429426","What did the Huguenots who settled in Cork contribute?","","expansion of flax cultivation and the growth of the Irish linen industry",0.000000,0.000000
"5710f4b8b654c5140001fa45","Which noble helped establish the Huguenot settlement in Saarland?","Prince Louis de Condé","Prince Louis de Condé",1.000000,1.000000
"5710f4b8b654c5140001fa46","Which Count did the Prince strike an arrangement with?","Count Ludwig von Nassau-Saarbrücken","Count Ludwig von Nassau-Saarbrücken",1.000000,1.000000
"5710f4b8b654c5140001fa47","What industry did the nobleman establish with this settlement?","glass-making","glass-making",1.000000,1.000000
"5710f4b8b654c5140001fa48","In what era did some members of this community emigrate to the US?","1890s","1890s",1.000000,1.000000
"5710f4b8b654c5140001fa49","In what year was the agreement to allow the Saarland settlement reached?","1604","1604",1.000000,1.000000
"5ad273b5d7d075001a4294b8","In what year was Prince Louis de Conde born?","","1604",0.000000,0.000000
"5ad273b5d7d075001a4294b9","In what year was Ludwig von Nassau-Saarbrucken made a Count?","","1604",0.000000,0.000000
"5ad273b5d7d075001a4294ba","Who was Count Ludwig von Nassau-Saarbucken's father?","","Prince Louis de Condé",0.000000,0.000000
"5ad273b5d7d075001a4294bb","In what year did Huguenots first move to present-day Saarland?","","1604",0.000000,0.000000
"5711119cb654c5140001fae3","What two member nations of the Holy Roman Empire received Huguenot refugees?","Electorate of Brandenburg and Electorate of the Palatinate","Electorate of Brandenburg and Electorate of the Palatinate",1.000000,1.000000
"5711119cb654c5140001fae4","What general religious belief did the nations that received Huguenot refugees have in common?","Protestant","Protestant",1.000000,1.000000
"5711119cb654c5140001fae5","What area in South Africa accepted Huguenot colonists?","Dutch Cape Colony","Dutch Cape Colony",1.000000,1.000000
"5711119cb654c5140001fae6","What area in modern-day Canada received Huguenot immigrants?","Quebec","Quebec",1.000000,1.000000
"5711119cb654c5140001fae7","What made emigration to these colonies attractive?","they were accepted and allowed to worship freely","they were accepted and allowed to worship freely",1.000000,1.000000
"5ad240eed7d075001a428940","What nation did the most Huguenots flee to from France?","","England",0.000000,0.000000
"5ad240eed7d075001a428941","To what nation did the fewest Huguenots flee to from France?","","Dutch Republic",0.000000,0.000000
"5ad240eed7d075001a428942","What religion predominated in the Holy Roman Empire?","","Protestant",0.000000,0.000000
"5ad240eed7d075001a428943","What was the biggest religion in Sweden?","","Protestant",0.000000,0.000000
"5ad240eed7d075001a428944","What was the biggest religion in Quebec?","","Protestant",0.000000,0.000000
"571112ada58dae1900cd6bcc","From what French King did the Huguenot name possibly descend?","Hugues Capet","Hugues Capet",1.000000,1.000000
"571112ada58dae1900cd6bcd","What is the theory that this King's name is the origin of "Huguenot" called?","The "Hugues hypothesis"","Hugues hypothesis",1.000000,1.000000
"571112ada58dae1900cd6bce","Who is one prominent advocate of this theory?","Janet Gray","Janet Gray",1.000000,1.000000
"571112ada58dae1900cd6bcf","According to the theory, what does the name "Huguenot" mean?","little Hugos, or those who want Hugo","little Hugos, or those who want Hugo",1.000000,1.000000
"571112ada58dae1900cd6bd0","Other theories of the word's origin can be generally classed as what?","double or triple non-French linguistic origins","Some disagree with such double or triple non-French linguistic origins",0.000000,0.750000
"5ad2424cd7d075001a42898a","Who was the first king of France to reign during the Reformation?","","Hugues Capet",0.000000,0.000000
"5ad2424cd7d075001a42898b","What religion was Hugues Capet?","","Protestants",0.000000,0.000000
"5ad2424cd7d075001a42898c","What religion was Janet Gray?","","Protestants",0.000000,0.000000
"5ad2424cd7d075001a42898d","Who was Janet Gray married to?","","Hugues Capet",0.000000,0.000000
"57111380a58dae1900cd6bd6","Who was one French pro-reform Roman Catholic of the 15th century? ","Jacques Lefevre","Jacques Lefevre",1.000000,1.000000
"57111380a58dae1900cd6bd7","Where did this pro-reform leader teach?","University of Paris","University of Paris",1.000000,1.000000
"57111380a58dae1900cd6bd8","When did this leader publish a French language Bible?","1530","1530",1.000000,1.000000
"57111380a58dae1900cd6bd9","What leader of the Swiss reformation was a student of Lefevre?","William Farel","William Farel",1.000000,1.000000
"57111380a58dae1900cd6bda","What other European Protestant leader was educated at the University of Paris?","Jean Cauvin (John Calvin)","Jean Cauvin",1.000000,1.000000
"5ad2447dd7d075001a428a68","In what nation did the Gallicans get their start?","","French",0.000000,0.000000
"5ad2447dd7d075001a428a69","What French city was Jacques Lefevre from?","","Paris",0.000000,0.000000
"5ad2447dd7d075001a428a6a","In what year did John Calvin graduate from the University of Paris?","","1530",0.000000,0.000000
"5ad2447dd7d075001a428a6b","In what year did John Calvin become a Protestant?","","1530",0.000000,0.000000
"5ad2447dd7d075001a428a6c","Who was one of the most prominent French Waldensians?","","William Farel",0.000000,0.000000
"57111428b654c5140001faff","When was the St. Bartholomew's Day Massacre?","24 August – 3 October 1572","24 August – 3 October 1572",1.000000,1.000000
"57111428b654c5140001fb00","What group killed thousands of Huguenots?","Catholics","Catholics",1.000000,1.000000
"57111428b654c5140001fb01","How many Huguenots were killed in Toulouse?","Nearly 3,000","Nearly 3,000",1.000000,1.000000
"57111428b654c5140001fb02","When was amnesty granted to those responsible for the massacre?","1573","1573",1.000000,1.000000
